ElapsedSeconds
0s, EnvH:48.84%, InH:0.00%, EnvT:23.23°C, InT:-45.00°C, IrA1:33.63°C, IrA2:28.91°C, IrO1:41.21°C, IrO2:28.91°C
393s, EnvH:48.62%, InH:27.10%, EnvT:23.21°C, InT:36.60°C, IrA1:67.57°C, IrA2:28.09°C, IrO1:153.19°C, IrO2:70.81°C
395s, EnvH:48.61%, InH:27.09%, EnvT:23.19°C, InT:36.60°C, IrA1:67.47°C, IrA2:28.11°C, IrO1:153.85°C, IrO2:70.49°C
396s, EnvH:48.61%, InH:27.09%, EnvT:23.19°C, InT:36.54°C, IrA1:67.39°C, IrA2:28.09°C, IrO1:154.29°C, IrO2:71.89°C
397s, EnvH:48.62%, InH:27.10%, EnvT:23.19°C, InT:36.54°C, IrA1:67.35°C, IrA2:28.09°C, IrO1:155.05°C, IrO2:72.15°C
398s, EnvH:48.62%, InH:27.12%, EnvT:23.17°C, InT:36.56°C, IrA1:67.27°C, IrA2:28.09°C, IrO1:155.45°C, IrO2:71.07°C
399s, EnvH:48.64%, InH:27.12%, EnvT:23.19°C, InT:36.56°C, IrA1:67.23°C, IrA2:28.05°C, IrO1:156.09°C, IrO2:72.81°C
400s, EnvH:48.64%, InH:27.12%, EnvT:23.19°C, InT:36.56°C, IrA1:67.21°C, IrA2:28.03°C, IrO1:156.59°C, IrO2:71.91°C
401s, EnvH:48.66%, InH:27.12%, EnvT:23.19°C, InT:36.54°C, IrA1:67.11°C, IrA2:28.03°C, IrO1:157.15°C, IrO2:72.35°C
402s, EnvH:48.66%, InH:27.14%, EnvT:23.19°C, InT:36.58°C, IrA1:67.13°C, IrA2:28.01°C, IrO1:157.73°C, IrO2:73.63°C
403s, EnvH:48.65%, InH:27.13%, EnvT:23.19°C, InT:36.60°C, IrA1:67.11°C, IrA2:28.03°C, IrO1:158.25°C, IrO2:72.61°C
404s, EnvH:48.65%, InH:27.11%, EnvT:23.19°C, InT:36.60°C, IrA1:67.07°C, IrA2:28.01°C, IrO1:159.01°C, IrO2:73.35°C
405s, EnvH:48.65%, InH:27.11%, EnvT:23.19°C, InT:36.64°C, IrA1:67.03°C, IrA2:28.01°C, IrO1:159.55°C, IrO2:74.17°C
406s, EnvH:48.64%, InH:27.08%, EnvT:23.17°C, InT:36.60°C, IrA1:66.97°C, IrA2:28.03°C, IrO1:160.07°C, IrO2:73.31°C
407s, EnvH:48.64%, InH:27.08%, EnvT:23.19°C, InT:36.64°C, IrA1:66.97°C, IrA2:28.03°C, IrO1:160.69°C, IrO2:74.97°C
408s, EnvH:48.64%, InH:27.06%, EnvT:23.19°C, InT:36.66°C, IrA1:66.95°C, IrA2:28.03°C, IrO1:161.31°C, IrO2:75.01°C
409s, EnvH:48.65%, InH:27.06%, EnvT:23.21°C, InT:36.66°C, IrA1:66.93°C, IrA2:28.05°C, IrO1:161.89°C, IrO2:74.03°C
410s, EnvH:48.65%, InH:27.05%, EnvT:23.17°C, InT:36.69°C, IrA1:66.91°C, IrA2:28.05°C, IrO1:162.63°C, IrO2:75.73°C
411s, EnvH:48.67%, InH:27.03%, EnvT:23.19°C, InT:36.71°C, IrA1:66.91°C, IrA2:28.05°C, IrO1:163.11°C, IrO2:74.55°C
412s, EnvH:48.69%, InH:27.01%, EnvT:23.19°C, InT:36.71°C, IrA1:66.91°C, IrA2:28.05°C, IrO1:163.59°C, IrO2:75.47°C
413s, EnvH:48.70%, InH:27.00%, EnvT:23.19°C, InT:36.73°C, IrA1:66.93°C, IrA2:28.03°C, IrO1:163.99°C, IrO2:76.41°C
414s, EnvH:48.71%, InH:26.99%, EnvT:23.19°C, InT:36.75°C, IrA1:66.93°C, IrA2:28.01°C, IrO1:164.39°C, IrO2:75.77°C
415s, EnvH:48.72%, InH:26.96%, EnvT:23.19°C, InT:36.75°C, IrA1:66.93°C, IrA2:28.03°C, IrO1:165.33°C, IrO2:76.11°C
416s, EnvH:48.72%, InH:26.95%, EnvT:23.19°C, InT:36.77°C, IrA1:66.97°C, IrA2:28.03°C, IrO1:165.83°C, IrO2:77.39°C
417s, EnvH:48.72%, InH:26.94%, EnvT:23.19°C, InT:36.79°C, IrA1:67.01°C, IrA2:28.03°C, IrO1:166.25°C, IrO2:76.05°C
418s, EnvH:48.72%, InH:26.92%, EnvT:23.19°C, InT:36.82°C, IrA1:67.03°C, IrA2:27.99°C, IrO1:167.09°C, IrO2:77.81°C
419s, EnvH:48.72%, InH:26.89%, EnvT:23.21°C, InT:36.88°C, IrA1:67.05°C, IrA2:28.01°C, IrO1:167.49°C, IrO2:77.27°C
420s, EnvH:48.70%, InH:26.85%, EnvT:23.19°C, InT:36.90°C, IrA1:67.07°C, IrA2:28.01°C, IrO1:168.11°C, IrO2:76.53°C
421s, EnvH:48.69%, InH:26.82%, EnvT:23.19°C, InT:36.92°C, IrA1:67.09°C, IrA2:27.95°C, IrO1:168.79°C, IrO2:78.17°C
422s, EnvH:48.69%, InH:26.79%, EnvT:23.21°C, InT:36.94°C, IrA1:67.11°C, IrA2:28.01°C, IrO1:169.41°C, IrO2:78.57°C
423s, EnvH:48.68%, InH:26.76%, EnvT:23.19°C, InT:36.98°C, IrA1:67.15°C, IrA2:27.95°C, IrO1:169.99°C, IrO2:77.73°C
424s, EnvH:48.67%, InH:26.73%, EnvT:23.19°C, InT:36.98°C, IrA1:67.15°C, IrA2:27.99°C, IrO1:170.49°C, IrO2:79.63°C
425s, EnvH:48.66%, InH:26.71%, EnvT:23.21°C, InT:37.03°C, IrA1:67.21°C, IrA2:27.99°C, IrO1:170.91°C, IrO2:78.09°C
426s, EnvH:48.65%, InH:26.67%, EnvT:23.21°C, InT:37.07°C, IrA1:67.23°C, IrA2:27.99°C, IrO1:171.63°C, IrO2:78.23°C
427s, EnvH:48.65%, InH:26.66%, EnvT:23.21°C, InT:37.09°C, IrA1:67.29°C, IrA2:28.01°C, IrO1:172.15°C, IrO2:80.07°C
428s, EnvH:48.64%, InH:26.61%, EnvT:23.19°C, InT:37.09°C, IrA1:67.27°C, IrA2:27.99°C, IrO1:172.81°C, IrO2:79.55°C
429s, EnvH:48.64%, InH:26.57%, EnvT:23.19°C, InT:37.11°C, IrA1:67.31°C, IrA2:28.01°C, IrO1:173.27°C, IrO2:79.35°C
430s, EnvH:48.64%, InH:26.55%, EnvT:23.19°C, InT:37.16°C, IrA1:67.31°C, IrA2:27.95°C, IrO1:173.83°C, IrO2:81.15°C
431s, EnvH:48.64%, InH:26.52%, EnvT:23.21°C, InT:37.18°C, IrA1:67.35°C, IrA2:27.95°C, IrO1:174.15°C, IrO2:79.37°C
432s, EnvH:48.64%, InH:26.49%, EnvT:23.21°C, InT:37.22°C, IrA1:67.39°C, IrA2:27.93°C, IrO1:174.91°C, IrO2:79.77°C
433s, EnvH:48.65%, InH:26.44%, EnvT:23.21°C, InT:37.26°C, IrA1:67.49°C, IrA2:27.93°C, IrO1:175.35°C, IrO2:81.77°C
434s, EnvH:48.65%, InH:26.41%, EnvT:23.21°C, InT:37.30°C, IrA1:67.51°C, IrA2:27.91°C, IrO1:176.09°C, IrO2:80.47°C
435s, EnvH:48.65%, InH:26.37%, EnvT:23.19°C, InT:37.30°C, IrA1:67.59°C, IrA2:27.93°C, IrO1:176.23°C, IrO2:80.89°C
436s, EnvH:48.65%, InH:26.34%, EnvT:23.23°C, InT:37.32°C, IrA1:67.67°C, IrA2:27.91°C, IrO1:176.73°C, IrO2:82.53°C
437s, EnvH:48.65%, InH:26.32%, EnvT:23.21°C, InT:37.37°C, IrA1:67.73°C, IrA2:27.93°C, IrO1:177.63°C, IrO2:81.95°C
439s, EnvH:48.64%, InH:26.29%, EnvT:23.19°C, InT:37.39°C, IrA1:67.81°C, IrA2:27.93°C, IrO1:177.75°C, IrO2:80.85°C
440s, EnvH:48.64%, InH:26.26%, EnvT:23.21°C, InT:37.41°C, IrA1:67.83°C, IrA2:27.91°C, IrO1:178.37°C, IrO2:81.85°C
441s, EnvH:48.62%, InH:26.23%, EnvT:23.21°C, InT:37.47°C, IrA1:67.89°C, IrA2:27.91°C, IrO1:178.95°C, IrO2:83.37°C
442s, EnvH:48.62%, InH:26.19%, EnvT:23.21°C, InT:37.49°C, IrA1:67.99°C, IrA2:27.93°C, IrO1:179.29°C, IrO2:82.91°C
443s, EnvH:48.61%, InH:26.14%, EnvT:23.19°C, InT:37.54°C, IrA1:68.07°C, IrA2:27.91°C, IrO1:180.01°C, IrO2:81.63°C
444s, EnvH:48.61%, InH:26.10%, EnvT:23.21°C, InT:37.56°C, IrA1:68.13°C, IrA2:27.93°C, IrO1:180.43°C, IrO2:81.79°C
445s, EnvH:48.58%, InH:26.08%, EnvT:23.19°C, InT:37.56°C, IrA1:68.23°C, IrA2:27.91°C, IrO1:181.01°C, IrO2:82.63°C
446s, EnvH:48.56%, InH:26.04%, EnvT:23.21°C, InT:37.60°C, IrA1:68.31°C, IrA2:27.99°C, IrO1:181.45°C, IrO2:83.83°C
447s, EnvH:48.53%, InH:26.00%, EnvT:23.19°C, InT:37.64°C, IrA1:68.39°C, IrA2:27.99°C, IrO1:181.91°C, IrO2:84.65°C
448s, EnvH:48.50%, InH:25.98%, EnvT:23.19°C, InT:37.66°C, IrA1:68.49°C, IrA2:28.01°C, IrO1:182.55°C, IrO2:83.41°C
449s, EnvH:48.49%, InH:25.94%, EnvT:23.21°C, InT:37.71°C, IrA1:68.55°C, IrA2:27.99°C, IrO1:182.99°C, IrO2:84.11°C
450s, EnvH:48.48%, InH:25.90%, EnvT:23.21°C, InT:37.77°C, IrA1:68.65°C, IrA2:27.99°C, IrO1:183.57°C, IrO2:82.91°C
451s, EnvH:48.47%, InH:25.85%, EnvT:23.19°C, InT:37.79°C, IrA1:68.71°C, IrA2:28.03°C, IrO1:183.77°C, IrO2:83.89°C
452s, EnvH:48.47%, InH:25.81%, EnvT:23.21°C, InT:37.86°C, IrA1:68.83°C, IrA2:28.03°C, IrO1:184.47°C, IrO2:85.15°C
453s, EnvH:48.47%, InH:25.76%, EnvT:23.19°C, InT:37.88°C, IrA1:68.91°C, IrA2:28.05°C, IrO1:185.05°C, IrO2:85.91°C
454s, EnvH:48.46%, InH:25.71%, EnvT:23.21°C, InT:37.92°C, IrA1:69.03°C, IrA2:28.07°C, IrO1:185.29°C, IrO2:85.85°C
455s, EnvH:48.47%, InH:25.66%, EnvT:23.19°C, InT:37.92°C, IrA1:69.15°C, IrA2:28.07°C, IrO1:186.19°C, IrO2:86.13°C
456s, EnvH:48.46%, InH:25.66%, EnvT:23.21°C, InT:37.96°C, IrA1:69.21°C, IrA2:28.09°C, IrO1:186.25°C, IrO2:85.45°C
457s, EnvH:48.46%, InH:25.62%, EnvT:23.19°C, InT:37.96°C, IrA1:69.31°C, IrA2:28.11°C, IrO1:186.81°C, IrO2:84.91°C
458s, EnvH:48.45%, InH:25.59%, EnvT:23.19°C, InT:38.03°C, IrA1:69.41°C, IrA2:28.13°C, IrO1:187.53°C, IrO2:84.41°C
459s, EnvH:48.46%, InH:25.56%, EnvT:23.19°C, InT:38.05°C, IrA1:69.49°C, IrA2:28.15°C, IrO1:187.73°C, IrO2:85.39°C
460s, EnvH:48.46%, InH:25.52%, EnvT:23.19°C, InT:38.09°C, IrA1:69.59°C, IrA2:28.13°C, IrO1:188.79°C, IrO2:85.13°C
461s, EnvH:48.47%, InH:25.48%, EnvT:23.21°C, InT:38.15°C, IrA1:69.67°C, IrA2:28.17°C, IrO1:188.77°C, IrO2:84.97°C
462s, EnvH:48.48%, InH:25.43%, EnvT:23.19°C, InT:38.20°C, IrA1:69.85°C, IrA2:28.17°C, IrO1:189.21°C, IrO2:85.35°C
463s, EnvH:48.48%, InH:25.38%, EnvT:23.19°C, InT:38.24°C, IrA1:69.89°C, IrA2:28.21°C, IrO1:189.55°C, IrO2:86.85°C
464s, EnvH:48.48%, InH:25.35%, EnvT:23.21°C, InT:38.26°C, IrA1:70.01°C, IrA2:28.23°C, IrO1:190.15°C, IrO2:86.81°C
465s, EnvH:48.48%, InH:25.31%, EnvT:23.19°C, InT:38.28°C, IrA1:70.11°C, IrA2:28.21°C, IrO1:190.79°C, IrO2:87.01°C
466s, EnvH:48.48%, InH:25.28%, EnvT:23.19°C, InT:38.32°C, IrA1:70.23°C, IrA2:28.23°C, IrO1:191.01°C, IrO2:86.99°C
467s, EnvH:48.47%, InH:25.24%, EnvT:23.19°C, InT:38.36°C, IrA1:70.31°C, IrA2:28.17°C, IrO1:191.73°C, IrO2:87.09°C
468s, EnvH:48.48%, InH:25.20%, EnvT:23.19°C, InT:38.36°C, IrA1:70.43°C, IrA2:28.21°C, IrO1:192.11°C, IrO2:89.03°C
469s, EnvH:48.47%, InH:25.17%, EnvT:23.19°C, InT:38.41°C, IrA1:70.51°C, IrA2:28.23°C, IrO1:192.47°C, IrO2:89.11°C
470s, EnvH:48.50%, InH:25.14%, EnvT:23.19°C, InT:38.43°C, IrA1:70.63°C, IrA2:28.21°C, IrO1:193.05°C, IrO2:89.41°C
471s, EnvH:48.52%, InH:25.10%, EnvT:23.19°C, InT:38.51°C, IrA1:70.73°C, IrA2:28.23°C, IrO1:193.57°C, IrO2:89.51°C
472s, EnvH:48.55%, InH:25.06%, EnvT:23.21°C, InT:38.54°C, IrA1:70.87°C, IrA2:28.23°C, IrO1:193.69°C, IrO2:87.73°C
473s, EnvH:48.58%, InH:25.01%, EnvT:23.19°C, InT:38.56°C, IrA1:70.97°C, IrA2:28.23°C, IrO1:194.39°C, IrO2:87.77°C
474s, EnvH:48.59%, InH:24.98%, EnvT:23.19°C, InT:38.60°C, IrA1:71.09°C, IrA2:28.25°C, IrO1:194.93°C, IrO2:87.57°C
475s, EnvH:48.58%, InH:24.94%, EnvT:23.19°C, InT:38.62°C, IrA1:71.19°C, IrA2:28.29°C, IrO1:195.09°C, IrO2:87.79°C
476s, EnvH:48.55%, InH:24.91%, EnvT:23.19°C, InT:38.66°C, IrA1:71.35°C, IrA2:28.27°C, IrO1:195.57°C, IrO2:90.35°C
477s, EnvH:48.51%, InH:24.87%, EnvT:23.19°C, InT:38.70°C, IrA1:71.49°C, IrA2:28.27°C, IrO1:196.11°C, IrO2:90.43°C
478s, EnvH:48.51%, InH:24.83%, EnvT:23.19°C, InT:38.73°C, IrA1:71.63°C, IrA2:28.27°C, IrO1:196.15°C, IrO2:90.23°C
479s, EnvH:48.53%, InH:24.80%, EnvT:23.19°C, InT:38.77°C, IrA1:71.75°C, IrA2:28.29°C, IrO1:196.59°C, IrO2:90.39°C
480s, EnvH:48.56%, InH:24.76%, EnvT:23.19°C, InT:38.83°C, IrA1:71.89°C, IrA2:28.29°C, IrO1:196.47°C, IrO2:88.75°C
481s, EnvH:48.58%, InH:24.73%, EnvT:23.19°C, InT:38.85°C, IrA1:72.01°C, IrA2:28.31°C, IrO1:196.51°C, IrO2:88.49°C
483s, EnvH:48.58%, InH:24.70%, EnvT:23.19°C, InT:38.90°C, IrA1:72.17°C, IrA2:28.33°C, IrO1:195.79°C, IrO2:88.43°C
484s, EnvH:48.58%, InH:24.65%, EnvT:23.17°C, InT:38.92°C, IrA1:72.27°C, IrA2:28.33°C, IrO1:195.41°C, IrO2:88.17°C
485s, EnvH:48.56%, InH:24.62%, EnvT:23.19°C, InT:38.96°C, IrA1:72.39°C, IrA2:28.33°C, IrO1:194.91°C, IrO2:87.75°C
486s, EnvH:48.56%, InH:24.59%, EnvT:23.19°C, InT:38.96°C, IrA1:72.51°C, IrA2:28.33°C, IrO1:194.13°C, IrO2:87.55°C
487s, EnvH:48.57%, InH:24.56%, EnvT:23.19°C, InT:39.03°C, IrA1:72.61°C, IrA2:28.33°C, IrO1:193.59°C, IrO2:87.15°C
488s, EnvH:48.60%, InH:24.51%, EnvT:23.19°C, InT:39.07°C, IrA1:72.69°C, IrA2:28.35°C, IrO1:192.67°C, IrO2:86.87°C
489s, EnvH:48.62%, InH:24.46%, EnvT:23.21°C, InT:39.09°C, IrA1:72.77°C, IrA2:28.35°C, IrO1:192.11°C, IrO2:86.33°C
490s, EnvH:48.64%, InH:24.43%, EnvT:23.19°C, InT:39.13°C, IrA1:72.81°C, IrA2:28.41°C, IrO1:191.23°C, IrO2:87.11°C
491s, EnvH:48.65%, InH:24.40%, EnvT:23.17°C, InT:39.11°C, IrA1:72.91°C, IrA2:28.41°C, IrO1:190.17°C, IrO2:86.43°C
492s, EnvH:48.66%, InH:24.37%, EnvT:23.19°C, InT:39.15°C, IrA1:72.99°C, IrA2:28.41°C, IrO1:189.55°C, IrO2:85.19°C
493s, EnvH:48.64%, InH:24.35%, EnvT:23.19°C, InT:39.15°C, IrA1:73.05°C, IrA2:28.43°C, IrO1:188.57°C, IrO2:83.79°C
494s, EnvH:48.61%, InH:24.35%, EnvT:23.19°C, InT:39.15°C, IrA1:73.11°C, IrA2:28.41°C, IrO1:188.09°C, IrO2:83.95°C
495s, EnvH:48.59%, InH:24.35%, EnvT:23.19°C, InT:39.17°C, IrA1:73.13°C, IrA2:28.41°C, IrO1:187.11°C, IrO2:83.37°C
496s, EnvH:48.58%, InH:24.33%, EnvT:23.21°C, InT:39.17°C, IrA1:73.19°C, IrA2:28.41°C, IrO1:186.35°C, IrO2:83.61°C
497s, EnvH:48.58%, InH:24.34%, EnvT:23.19°C, InT:39.15°C, IrA1:73.19°C, IrA2:28.43°C, IrO1:185.37°C, IrO2:83.73°C
498s, EnvH:48.57%, InH:24.34%, EnvT:23.21°C, InT:39.13°C, IrA1:73.21°C, IrA2:28.41°C, IrO1:184.47°C, IrO2:82.13°C
499s, EnvH:48.56%, InH:24.35%, EnvT:23.19°C, InT:39.09°C, IrA1:73.25°C, IrA2:28.41°C, IrO1:183.65°C, IrO2:81.67°C
500s, EnvH:48.55%, InH:24.37%, EnvT:23.19°C, InT:39.09°C, IrA1:73.33°C, IrA2:28.41°C, IrO1:182.65°C, IrO2:81.29°C
501s, EnvH:48.55%, InH:24.38%, EnvT:23.19°C, InT:39.09°C, IrA1:73.33°C, IrA2:28.41°C, IrO1:181.81°C, IrO2:81.61°C
502s, EnvH:48.53%, InH:24.40%, EnvT:23.19°C, InT:39.05°C, IrA1:73.41°C, IrA2:28.43°C, IrO1:180.93°C, IrO2:81.25°C
503s, EnvH:48.53%, InH:24.42%, EnvT:23.19°C, InT:39.05°C, IrA1:73.41°C, IrA2:28.35°C, IrO1:179.95°C, IrO2:79.49°C
504s, EnvH:48.54%, InH:24.43%, EnvT:23.21°C, InT:39.01°C, IrA1:73.43°C, IrA2:28.41°C, IrO1:179.01°C, IrO2:79.75°C
505s, EnvH:48.53%, InH:24.46%, EnvT:23.19°C, InT:39.01°C, IrA1:73.43°C, IrA2:28.41°C, IrO1:178.11°C, IrO2:79.19°C
506s, EnvH:48.50%, InH:24.47%, EnvT:23.19°C, InT:38.96°C, IrA1:73.43°C, IrA2:28.37°C, IrO1:177.23°C, IrO2:79.53°C
507s, EnvH:48.49%, InH:24.49%, EnvT:23.21°C, InT:38.94°C, IrA1:73.43°C, IrA2:28.43°C, IrO1:176.69°C, IrO2:78.23°C
508s, EnvH:48.47%, InH:24.52%, EnvT:23.19°C, InT:38.90°C, IrA1:73.41°C, IrA2:28.41°C, IrO1:175.51°C, IrO2:77.97°C
509s, EnvH:48.45%, InH:24.56%, EnvT:23.19°C, InT:38.88°C, IrA1:73.41°C, IrA2:28.35°C, IrO1:174.51°C, IrO2:78.45°C
510s, EnvH:48.43%, InH:24.57%, EnvT:23.19°C, InT:38.83°C, IrA1:73.41°C, IrA2:28.37°C, IrO1:173.73°C, IrO2:77.37°C
511s, EnvH:48.43%, InH:24.61%, EnvT:23.19°C, InT:38.83°C, IrA1:73.35°C, IrA2:28.37°C, IrO1:173.33°C, IrO2:76.89°C
512s, EnvH:48.42%, InH:24.63%, EnvT:23.19°C, InT:38.81°C, IrA1:73.33°C, IrA2:28.37°C, IrO1:172.99°C, IrO2:77.47°C
513s, EnvH:48.42%, InH:24.65%, EnvT:23.19°C, InT:38.75°C, IrA1:73.27°C, IrA2:28.35°C, IrO1:172.53°C, IrO2:76.03°C
514s, EnvH:48.41%, InH:24.67%, EnvT:23.17°C, InT:38.75°C, IrA1:73.23°C, IrA2:28.37°C, IrO1:172.43°C, IrO2:77.09°C
515s, EnvH:48.40%, InH:24.68%, EnvT:23.19°C, InT:38.70°C, IrA1:73.19°C, IrA2:28.35°C, IrO1:172.59°C, IrO2:77.17°C
516s, EnvH:48.40%, InH:24.70%, EnvT:23.17°C, InT:38.68°C, IrA1:73.19°C, IrA2:28.33°C, IrO1:172.47°C, IrO2:76.71°C
517s, EnvH:48.41%, InH:24.73%, EnvT:23.19°C, InT:38.64°C, IrA1:73.19°C, IrA2:28.35°C, IrO1:172.89°C, IrO2:77.19°C
518s, EnvH:48.42%, InH:24.75%, EnvT:23.19°C, InT:38.66°C, IrA1:73.15°C, IrA2:28.35°C, IrO1:172.79°C, IrO2:78.33°C
519s, EnvH:48.43%, InH:24.79%, EnvT:23.19°C, InT:38.60°C, IrA1:73.15°C, IrA2:28.33°C, IrO1:173.35°C, IrO2:77.27°C
520s, EnvH:48.43%, InH:24.80%, EnvT:23.19°C, InT:38.56°C, IrA1:73.13°C, IrA2:28.35°C, IrO1:173.33°C, IrO2:77.15°C
521s, EnvH:48.44%, InH:24.82%, EnvT:23.17°C, InT:38.56°C, IrA1:73.13°C, IrA2:28.37°C, IrO1:173.65°C, IrO2:77.35°C
522s, EnvH:48.43%, InH:24.85%, EnvT:23.19°C, InT:38.54°C, IrA1:73.11°C, IrA2:28.33°C, IrO1:174.29°C, IrO2:78.25°C
523s, EnvH:48.42%, InH:24.87%, EnvT:23.19°C, InT:38.51°C, IrA1:73.05°C, IrA2:28.37°C, IrO1:174.29°C, IrO2:78.87°C
524s, EnvH:48.40%, InH:24.88%, EnvT:23.19°C, InT:38.51°C, IrA1:73.11°C, IrA2:28.35°C, IrO1:174.61°C, IrO2:79.71°C
525s, EnvH:48.39%, InH:24.90%, EnvT:23.19°C, InT:38.49°C, IrA1:73.13°C, IrA2:28.35°C, IrO1:175.07°C, IrO2:79.73°C
527s, EnvH:48.36%, InH:24.90%, EnvT:23.17°C, InT:38.51°C, IrA1:73.09°C, IrA2:28.31°C, IrO1:175.25°C, IrO2:80.47°C
528s, EnvH:48.36%, InH:24.91%, EnvT:23.19°C, InT:38.54°C, IrA1:73.13°C, IrA2:28.37°C, IrO1:175.71°C, IrO2:79.87°C
529s, EnvH:48.33%, InH:24.92%, EnvT:23.19°C, InT:38.49°C, IrA1:73.11°C, IrA2:28.35°C, IrO1:176.55°C, IrO2:79.21°C
530s, EnvH:48.33%, InH:24.92%, EnvT:23.19°C, InT:38.43°C, IrA1:73.11°C, IrA2:28.35°C, IrO1:176.55°C, IrO2:79.65°C
531s, EnvH:48.32%, InH:24.93%, EnvT:23.17°C, InT:38.45°C, IrA1:73.13°C, IrA2:28.33°C, IrO1:177.01°C, IrO2:80.37°C
532s, EnvH:48.31%, InH:24.95%, EnvT:23.19°C, InT:38.45°C, IrA1:73.15°C, IrA2:28.41°C, IrO1:177.27°C, IrO2:80.11°C
533s, EnvH:48.30%, InH:24.95%, EnvT:23.19°C, InT:38.47°C, IrA1:73.13°C, IrA2:28.35°C, IrO1:177.75°C, IrO2:80.81°C
534s, EnvH:48.29%, InH:24.95%, EnvT:23.17°C, InT:38.43°C, IrA1:73.11°C, IrA2:28.37°C, IrO1:178.33°C, IrO2:81.53°C
535s, EnvH:48.31%, InH:24.96%, EnvT:23.19°C, InT:38.43°C, IrA1:73.13°C, IrA2:28.37°C, IrO1:178.61°C, IrO2:82.23°C
536s, EnvH:48.34%, InH:24.97%, EnvT:23.21°C, InT:38.39°C, IrA1:73.15°C, IrA2:28.41°C, IrO1:179.07°C, IrO2:82.85°C
537s, EnvH:48.35%, InH:24.98%, EnvT:23.17°C, InT:38.41°C, IrA1:73.15°C, IrA2:28.35°C, IrO1:179.53°C, IrO2:82.55°C
538s, EnvH:48.38%, InH:24.98%, EnvT:23.17°C, InT:38.43°C, IrA1:73.17°C, IrA2:28.41°C, IrO1:179.97°C, IrO2:83.15°C
539s, EnvH:48.40%, InH:24.97%, EnvT:23.17°C, InT:38.43°C, IrA1:73.21°C, IrA2:28.35°C, IrO1:180.35°C, IrO2:83.63°C
540s, EnvH:48.42%, InH:24.95%, EnvT:23.17°C, InT:38.45°C, IrA1:73.21°C, IrA2:28.37°C, IrO1:180.95°C, IrO2:83.25°C
541s, EnvH:48.43%, InH:24.97%, EnvT:23.19°C, InT:38.43°C, IrA1:73.19°C, IrA2:28.35°C, IrO1:181.27°C, IrO2:82.65°C
542s, EnvH:48.43%, InH:24.98%, EnvT:23.19°C, InT:38.43°C, IrA1:73.19°C, IrA2:28.37°C, IrO1:181.99°C, IrO2:83.65°C
543s, EnvH:48.44%, InH:24.96%, EnvT:23.19°C, InT:38.45°C, IrA1:73.23°C, IrA2:28.33°C, IrO1:182.17°C, IrO2:83.05°C
544s, EnvH:48.42%, InH:24.95%, EnvT:23.19°C, InT:38.47°C, IrA1:73.19°C, IrA2:28.35°C, IrO1:182.63°C, IrO2:82.53°C
545s, EnvH:48.42%, InH:24.93%, EnvT:23.19°C, InT:38.49°C, IrA1:73.21°C, IrA2:28.37°C, IrO1:183.05°C, IrO2:83.13°C
546s, EnvH:48.40%, InH:24.91%, EnvT:23.19°C, InT:38.49°C, IrA1:73.21°C, IrA2:28.35°C, IrO1:183.51°C, IrO2:84.11°C
547s, EnvH:48.38%, InH:24.90%, EnvT:23.19°C, InT:38.51°C, IrA1:73.23°C, IrA2:28.35°C, IrO1:184.01°C, IrO2:83.99°C
548s, EnvH:48.36%, InH:24.88%, EnvT:23.19°C, InT:38.51°C, IrA1:73.27°C, IrA2:28.35°C, IrO1:184.57°C, IrO2:84.75°C
549s, EnvH:48.35%, InH:24.87%, EnvT:23.19°C, InT:38.56°C, IrA1:73.31°C, IrA2:28.35°C, IrO1:184.83°C, IrO2:85.55°C
550s, EnvH:48.34%, InH:24.85%, EnvT:23.19°C, InT:38.56°C, IrA1:73.35°C, IrA2:28.33°C, IrO1:185.65°C, IrO2:86.09°C
551s, EnvH:48.34%, InH:24.85%, EnvT:23.19°C, InT:38.58°C, IrA1:73.37°C, IrA2:28.33°C, IrO1:185.95°C, IrO2:85.47°C
552s, EnvH:48.34%, InH:24.83%, EnvT:23.19°C, InT:38.58°C, IrA1:73.41°C, IrA2:28.35°C, IrO1:186.63°C, IrO2:86.05°C
553s, EnvH:48.34%, InH:24.81%, EnvT:23.17°C, InT:38.62°C, IrA1:73.41°C, IrA2:28.33°C, IrO1:186.97°C, IrO2:86.23°C
554s, EnvH:48.35%, InH:24.78%, EnvT:23.19°C, InT:38.64°C, IrA1:73.45°C, IrA2:28.35°C, IrO1:187.45°C, IrO2:86.91°C
555s, EnvH:48.34%, InH:24.75%, EnvT:23.19°C, InT:38.66°C, IrA1:73.45°C, IrA2:28.33°C, IrO1:187.85°C, IrO2:87.05°C
556s, EnvH:48.35%, InH:24.73%, EnvT:23.19°C, InT:38.70°C, IrA1:73.53°C, IrA2:28.35°C, IrO1:188.15°C, IrO2:85.71°C
557s, EnvH:48.34%, InH:24.72%, EnvT:23.17°C, InT:38.73°C, IrA1:73.59°C, IrA2:28.41°C, IrO1:188.83°C, IrO2:85.85°C
558s, EnvH:48.33%, InH:24.69%, EnvT:23.19°C, InT:38.75°C, IrA1:73.65°C, IrA2:28.41°C, IrO1:189.17°C, IrO2:86.11°C
559s, EnvH:48.34%, InH:24.66%, EnvT:23.21°C, InT:38.73°C, IrA1:73.75°C, IrA2:28.35°C, IrO1:189.65°C, IrO2:85.81°C
