0,80
1,30
2,10
3,20
4,50
5,0
6,60
7,25
8,35
9,10
10,75
11,15
12,30
13,20
14,15
15,12
16,0
17,10
18,7
19,40
20,30
21,0
22,25
23,45
24,55
25,55
26,40
27,0.2
28,0
29,0
30,30
31,20
32,20
33,30
34,50
35,60
36,30
37,25
38,20
39,20
40,45
41,70
42,60
43,40
44,60
45,40
46,40
47,45
48,50
49,40
50,40
51,30
